No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),広域自治体(日),Region (EN),市郡区(日),City/District (EN),エリア(日),Area (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
2236,カフェ/Cafe,ラウドデンバムジュ クァンジュ,Raudeodaenbamjeu Gwangju,라우더댄밤즈 광주,スイーツ,Sweets,カフェ・チーズケーキ,"Cafe, Cheesecake",店内OK / Indoors OK,なし/No,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,420,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,ソソクドン,Seoseok-dong,광주광역시 동구 백서로153번길 2 2층,010-2055-8879,https://www.instagram.com/cafe_louder.than.bombs,,35.143335,126.922059,店舗単位,4.9,4,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.143335,126.922059",https://map.naver.com/p/search/라우더댄밤즈%20광주%20광주광역시%20동구%20백서로153번길%202%202층,https://www.diningcode.com/profile.php?rid=iesN8Rxr9RaF,"카페, 치즈케이크"
2237,ごはん/Meal,マイ リトル ポレスト,My Little Poreseuteu,마이 리틀 포레스트,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,410,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,クンドン,Gung-dong,전남광주통합특별시 동구 서석로85번길 24,,,,35.150337,126.919439,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.150337,126.919439",https://map.naver.com/p/search/마이%20리틀%20포레스트%20전남광주통합특별시%20동구%20서석로85번길%2024,,
2238,カフェ/Cafe,サンスコーヒー,Sansu Coffee,산수커피,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,あり/Yes,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,890,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,サンスドン,Sansu-dong,광주광역시 동구 동계로12번길 13,,https://www.instagram.com/sansucoffee/,,35.153112,126.925599,店舗単位,4.9,7,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.153112,126.925599",https://map.naver.com/p/search/산수커피%20광주광역시%20동구%20동계로12번길%2013,https://www.diningcode.com/profile.php?rid=nUf0H04xZ6bS,"카페, 커피"
2239,ごはん/Meal,ソンギョンソッバプ クァンジュドンミョンドン,Songgyeongsotbap Gwangjudongmyeongdong,송경솥밥 광주동명동,韓国料理,Korean,釜飯・韓国料理,"Pot Rice, Korean",店内OK / Indoors OK,あり/Yes,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,660,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,トンミョンドン,Dongmyeong-dong,광주광역시 동구 동명로14번길 19-8 2층,062-236-0618,https://www.instagram.com/songkyung_official/,,35.150318,126.925492,店舗単位,4.4,14,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.150318,126.925492",https://map.naver.com/p/search/송경솥밥%20광주동명동%20광주광역시%20동구%20동명로14번길%2019-8%202층,https://www.diningcode.com/profile.php?rid=AzsEpSGMQzjq,"솥밥, 한식"
2240,ごはん/Meal,カフェソイジプ クァンジュドンミョンドン,Cafe Soijip Gwangjudongmyeongdong,카페소이집 광주동명동,サンドイッチ・サラダ,Sandwich & Salad,カフェ・サンド,"Cafe, Sando",店内OK / Indoors OK,なし/No,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,630,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,トンミョンドン,Dongmyeong-dong,"전남광주 동구 백서로 222 1,2층",010-3951-4576,https://www.instagram.com/cafe_soizip?igsh=bDVleXZtbTVxc25x&utm_source=qr,,35.147538,126.926702,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.147538,126.926702","https://map.naver.com/p/search/카페소이집%20광주동명동%20전남광주%20동구%20백서로%20222%201,2층",https://www.diningcode.com/profile.php?rid=5TcMAFz66IhR,"카페, 산도"
2241,ごはん/Meal,コモレビ クァンジュドンミョンドン,Komorebi Gwangjudongmyeongdong,코모레비 광주동명동,ブランチ,Brunch,カフェ・フレンチトースト,"Cafe, French Toast",店内OK / Indoors OK,あり/Yes,クムナムロ4カ（錦南路街）,Geumnamno 4(sa)-ga,740,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,トンミョンドン,Dongmyeong-dong,광주광역시 동구 동계천로95번길 30 1층,,,,35.153829,126.921813,店舗単位,4.7,4,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.153829,126.921813",https://map.naver.com/p/search/코모레비%20광주동명동%20광주광역시%20동구%20동계천로95번길%2030%201층,https://www.diningcode.com/profile.php?rid=9BpLFJbPXf5B,"카페, 프렌치토스트"
2242,カフェ/Cafe,ネイビソショルクラブ モクポジョム,Neibisosyeol Club Mokpojeom,네이비소셜클럽 목포점,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,モクポ市,Mokpo-si,サンドン,Sang-dong,전라남도 목포시 평화로 44 1층,,,,34.79497,126.430249,店舗単位,4,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=34.79497,126.430249",https://map.naver.com/p/search/네이비소셜클럽%20목포점%20전라남도%20목포시%20평화로%2044%201층,https://www.diningcode.com/profile.php?rid=YJ8aytHJyKCS,"디저트, 카페"
2243,ごはん/Meal,レイヂボクス ナマク,Reidibeokseu Namak,레이디벅스 남악,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,モクポ市,Mokpo-si,オガムドン,Ogam-dong,전라남도 목포시 남악2로9번길 3-6,061-282-5005,https://www.instagram.com/ladybugs_mokpo,,34.805953,126.452348,店舗単位,5,5,一般飲食店,"https://www.google.com/maps/search/?api=1&query=34.805953,126.452348",https://map.naver.com/p/search/레이디벅스%20남악%20전라남도%20목포시%20남악2로9번길%203-6,https://www.diningcode.com/profile.php?rid=i86cMrYifC1u,브런치
2244,カフェ/Cafe,モリハゴノルダオルゲ,Meorihagonoldaolgae,머리하고놀다올개,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,モクポ（木浦）,Mokpo,1060,全南光州統合特別市,Jeonnam-Gwangju,モクポ市,Mokpo-si,サンジョンドン,Sanjeong-dong,전남광주통합특별시 목포시 자유로 88,0503-7152-9804,https://www.instagram.com/_dalmeo,,34.793256,126.399137,建物単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=34.793256,126.399137",https://map.naver.com/p/search/머리하고놀다올개%20전남광주통합특별시%20목포시%20자유로%2088,,
2245,カフェ/Cafe,ムドビMOODB,Mudeubi MOODB,무드비MOODB,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,モクポ市,Mokpo-si,サンジョンドン,Sanjeong-dong,전남광주통합특별시 목포시 원산로59번길 11,,,,34.80741,126.372787,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=34.80741,126.372787",https://map.naver.com/p/search/무드비MOODB%20전남광주통합특별시%20목포시%20원산로59번길%2011,,
2246,ごはん/Meal,ハルメジビョンタングイ モクポ,Halmaejibyeontangui Mokpo,할매집연탄구이 목포,焼肉,Korean BBQ,サムギョプサル・ハンジョンサル,"Samgyeopsal, Hangjeongsal",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,モクポ市,Mokpo-si,ヨンヘドン,Yonghae-dong,전라남도 목포시 영산로 355,061-272-5225,,,34.806367,126.404348,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=34.806367,126.404348",https://map.naver.com/p/search/할매집연탄구이%20목포%20전라남도%20목포시%20영산로%20355,https://www.diningcode.com/profile.php?rid=uUVk9zkbfKht,"삼겹살, 항정살"
2247,カフェ/Cafe,クレイレイジ ナマク,Geureireiji Namak,그레이레이지 남악,カフェ,Cafe,カフェ・チュロス,"Cafe, Churros",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ムアン郡,Muan-gun,,,전라남도 무안군 삼향읍 대죽서로16번길 27 서광빌딩 2층,0503-7152-1876,https://www.instagram.com/cafe_graylazy,,34.812095,126.462452,店舗単位,5,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=34.812095,126.462452",https://map.naver.com/p/search/그레이레이지%20남악%20전라남도%20무안군%20삼향읍%20대죽서로16번길%2027%20서광빌딩%202층,https://www.diningcode.com/profile.php?rid=TaKkYF3YChx0,"카페, 츄러스"
2248,カフェ/Cafe,トリプレイコーヒー ナマクドチョンジョム,Teuripeurei Coffee Namakdocheongjeom,트리플에이커피 남악도청점,コーヒー専門,Specialty Coffee,コーヒー・スェイク,"Coffee, Sweikeu",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,ムアン郡,Muan-gun,,,전라남도 무안군 남악3로 74 105호,,,,34.812092,126.460684,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=34.812092,126.460684",https://map.naver.com/p/search/트리플에이커피%20남악도청점%20전라남도%20무안군%20남악3로%2074%20105호,https://www.diningcode.com/profile.php?rid=sFPdpqRTc80r,"커피, 쉐이크"
2249,カフェ/Cafe,カフェ 100 ポソン,Cafe 100 Boseong,카페 100 보성,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,ポソン（宝城）,Boseong,100,全南光州統合特別市,Jeonnam-Gwangju,ポソン郡,Boseong-gun,,,전라남도 보성군 보성읍 봉화로 87,061-853-4486,https://www.instagram.com/cafe_100_bs,,34.766062,127.081519,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=34.766062,127.081519",https://map.naver.com/p/search/카페%20100%20보성%20전라남도%20보성군%20보성읍%20봉화로%2087,https://www.diningcode.com/profile.php?rid=fN7ySnxeZ7CM,"카페, 커피"
2250,カフェ/Cafe,ッコムッコムファダン チョンデフムン,Kkomkkomhwadang Jeondaehumun,꼼꼼화당 전대후문,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,クァンジュ（光州）,Gwangju,1430,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,ムンフンドン,Munheung-dong,전남광주통합특별시 북구 우치로100번길 84 1층 102호,0502-5554-3270,,,35.176509,126.917031,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.176509,126.917031",https://map.naver.com/p/search/꼼꼼화당%20전대후문%20전남광주통합특별시%20북구%20우치로100번길%2084%201층%20102호,https://www.diningcode.com/profile.php?rid=f5HzbmOK3PKV,
2251,ごはん/Meal,ッコッヅェジブロ ヨンボンドン,Kkotdwaejibeuro Yongbongdong,꽃돼지브로 용봉동,焼肉,Korean BBQ,サムギョプサル・カルジプサムギョプサル,"Samgyeopsal, Kaljipsamgyeopsal",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,ヨンボンドン,Yongbong-dong,광주광역시 북구 용봉택지로 62 1층 꽃돼지브로,062-961-9292,https://www.instagram.com/flowerpigbro/,,35.178373,126.893317,店舗単位,3,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.178373,126.893317",https://map.naver.com/p/search/꽃돼지브로%20용봉동%20광주광역시%20북구%20용봉택지로%2062%201층%20꽃돼지브로,https://www.diningcode.com/profile.php?rid=n2Wudlxma9eA,"삼겹살, 칼집삼겹살"
2252,ごはん/Meal,リンヌベイクシャプ,Rinneu Bake Syap,린느베이크샵,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,クァンジュ（光州）,Gwangju,800,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,チュンフンドン,Jungheung-dong,전남광주통합특별시 북구 당뫼로50번길 6,0502-5553-8236,https://www.instagram.com/jini_cafelune/,,35.170434,126.915507,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.170434,126.915507",https://map.naver.com/p/search/린느베이크샵%20전남광주통합특별시%20북구%20당뫼로50번길%206,,
2253,ごはん/Meal,パロチェ,Barochae,바로채,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,ヨンボンドン,Yongbong-dong,전남광주통합특별시 북구 저불로31번길 8-1,,,,35.177346,126.894033,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.177346,126.894033",https://map.naver.com/p/search/바로채%20전남광주통합특별시%20북구%20저불로31번길%208-1,,
2254,ごはん/Meal,パサクトンチキン チョムダン,Basaktong Chicken Cheomdan,바삭통치킨 첨단,チキン,Fried Chicken,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,シニョンドン,Sinyong-dong,전남광주 북구 첨단연신로108번길 59-17 1층,,,,35.208978,126.865218,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.208978,126.865218",https://map.naver.com/p/search/바삭통치킨%20첨단%20전남광주%20북구%20첨단연신로108번길%2059-17%201층,https://www.diningcode.com/profile.php?rid=whcxh3pRlo51,
2255,ごはん/Meal,チョウ ムンフンドン,Jou Munheungdong,조우 문흥동,バー・居酒屋,Bar & Pub,居酒屋・シミャシクダン,"Bar, Simyasikdang",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,ムンフンドン,Munheung-dong,광주광역시 북구 대천로 119-1 조우,062-266-7148,,,35.185597,126.919674,店舗単位,3.8,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.185597,126.919674",https://map.naver.com/p/search/조우%20문흥동%20광주광역시%20북구%20대천로%20119-1%20조우,https://www.diningcode.com/profile.php?rid=A3SKjDmEVkc8,"술집, 심야식당"
2256,ごはん/Meal,パニニバクス クァンジュブクグ,Paninibakseu Gwangjubukgu,파니니박스 광주북구,ブランチ,Brunch,ブランチ・パニニ,"Brunch, Panini",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,オチドン,Ochi-dong,전남광주 북구 안산로 70 2층,,,,35.193355,126.902244,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.193355,126.902244",https://map.naver.com/p/search/파니니박스%20광주북구%20전남광주%20북구%20안산로%2070%202층,https://www.diningcode.com/profile.php?rid=sWd6Cg6LboSC,"브런치, 파니니"
2257,カフェ/Cafe,ポジロースタリー,ForgeRoastery,포지로스터리,コーヒー専門,Specialty Coffee,,,店内OK / Indoors OK,なし/No,クァンジュ（光州）,Gwangju,450,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,チュンフンドン,Jungheung-dong,전남광주통합특별시 북구 서양로 100,0507-1371-0113,https://www.instagram.com/forge_roastery,,35.168735,126.911967,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.168735,126.911967",https://map.naver.com/p/search/포지로스터리%20전남광주통합특별시%20북구%20서양로%20100,,
2258,カフェ/Cafe,ハイテイジ クァンジュヨク,High Deiji Gwangjuyeok,하이데이지 광주역,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,クァンジュ（光州）,Gwangju,730,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,チュンフンドン,Jungheung-dong,광주광역시 북구 효죽로 2-1 . 1층,0502-5551-9285,https://instagram.com/_hidaisy._?igshid=NGVhN2U2NjQ0Yg==,,35.169735,126.915248,店舗単位,4.7,5,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.169735,126.915248",https://map.naver.com/p/search/하이데이지%20광주역%20광주광역시%20북구%20효죽로%202-1%20.%201층,https://www.diningcode.com/profile.php?rid=hvfv0myWgnkZ,"카페, 디저트"
2259,カフェ/Cafe,ヒュゲソ,Hyugeso,휴게소,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,プク区,Buk-gu,ヨンボンドン,Yongbong-dong,전남광주통합특별시 북구 효산로 3,,,,35.181718,126.912664,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.181718,126.912664",https://map.naver.com/p/search/휴게소%20전남광주통합특별시%20북구%20효산로%203,,
2260,ごはん/Meal,トクドジプ クァンジュソグ,Dokdojip Gwangjuseogu,독도집 광주서구,レストラン,Restaurant,センソンフェ,Saengseonhoe,店内OK / Indoors OK,なし/No,ウンチョン（雲泉）,Uncheon,150,全南光州統合特別市,Jeonnam-Gwangju,ソ区,Seo-gu,ッサンチョンドン,Ssangchon-dong,광주광역시 서구 상무대로876번길 11 1층,,,https://app.catchtable.co.kr/ct/shop/dokdojip,35.149303,126.857756,店舗単位,4.6,8,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.149303,126.857756",https://map.naver.com/p/search/독도집%20광주서구%20광주광역시%20서구%20상무대로876번길%2011%201층,https://www.diningcode.com/profile.php?rid=FQKflZe4pJqD,생선회
2261,ごはん/Meal,ライクエン クァンジュ,Raikeuaen Gwangju,라이크앤 광주,イタリアン,Italian,パスタ・ブランチカフェ,"Pasta, Brunch Cafe",店内OK / Indoors OK,なし/No,ノンソン（農城）,Nongseong,150,全南光州統合特別市,Jeonnam-Gwangju,ソ区,Seo-gu,ノンソンドン,Nongseong-dong,광주광역시 서구 군분로236번길 16 1~2층,070-7677-2360,,,35.151883,126.883549,店舗単位,4.3,13,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.151883,126.883549",https://map.naver.com/p/search/라이크앤%20광주%20광주광역시%20서구%20군분로236번길%2016%201~2층,https://www.diningcode.com/profile.php?rid=nM01xnVX7xIT,"파스타, 브런치카페"
